EmpNumber,Age,Gender,EducationBackground,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,Notes,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,Location,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating
E1001773,24,Female,Life Sciences,Married,Sales,Sales Representative,Non-Travel,13,2,4,78,3,"2021020200270  Other phone 55 63 35
541729 taxnational ID 386.850.00149
3392379800000",1,2,1,No,13,3,India,1,2,3,1,0,0,0,0,3
E1001774,44,Male,Medical,Single,Research & Development,Manager R&D,Travel_Frequently,2,1,2,86,3,2021020200528  Other 07,3,3,5,Yes,18,2,India,16,2,2,2,2,2,2,0,2
E1001775,29,Male,Life Sciences,Divorced,Sales,Sales Executive,Travel_Rarely,19,3,3,77,2,2021020200524  Other 07,2,3,1,No,14,3,India,10,3,3,10,7,0,4,0,3
E1001779,55,Male,Life Sciences,Married,Research & Development,Manager R&D,Travel_Rarely,4,4,4,30,3,"2021020200271  Other phone 55 22 9 
99589799 taxnational ID 33.102.0590
00140 name SANDRA SOUSA689008100000
1",2,3,0,Yes,16,2,India,4,2,3,3,2,1,2,0,3
E1001780,33,Female,Medical,Married,Research & Development,Manager R&D,Travel_Rarely,4,4,1,82,2,2021020200523  Other 001600300,1,2,8,No,11,4,India,8,5,3,5,4,0,2,0,3
E1001781,47,Female,Medical,Married,Sales,Sales Executive,Travel_Rarely,14,3,3,78,3,"2021020200272  Other phone  55 47 9
 99495878 taxnational ID 24.327.225
000115 name MARCOS RIEPER3392379800
000",2,3,3,Yes,17,3,India,11,4,2,5,4,1,2,0,3
E1001782,28,Male,Medical,Single,Research & Development,Laboratory Technician,Travel_Frequently,2,2,3,38,2,"2021020200267  Other phone 55 43 33
742107 taxnational ID 04.168.559000
186 name MARCOS SANTOS6070119000109",1,1,7,No,11,3,India,8,2,2,0,0,0,0,1,3
E1001784,28,Male,Life Sciences,Divorced,Research & Development,Manager R&D,Travel_Rarely,1,3,1,72,2,2021020200509  Other 026,1,3,1,No,14,4,India,1,2,1,1,0,0,0,0,3
E1001785,28,Male,Life Sciences,Single,Sales,Sales Executive,Travel_Frequently,7,3,3,55,3,2021020200527  Other 07,2,1,0,No,14,4,India,5,5,3,4,2,1,3,0,3
E1001787,49,Female,Medical,Married,Research & Development,Laboratory Technician,Travel_Rarely,3,2,3,43,2,"2021020200269  Other phone 55 11 98
8820902 taxnational ID 12.491.23300
0113 name Sandra Matarazzo607011900
0300",2,1,4,No,25,1,India,10,3,3,3,2,1,2,0,4
E1001791,29,Female,Life Sciences,Married,Research & Development,Laboratory Technician,Travel_Frequently,2,1,4,97,3,2021020200526  Other 07,1,2,0,No,13,3,India,4,3,3,3,2,0,2,0,3
E1001792,28,Male,Life Sciences,Married,Research & Development,Manager R&D,Travel_Rarely,29,1,3,96,1,2021020200525  Other 07,2,2,1,No,14,2,India,8,2,2,8,6,1,7,0,3
E1001793,33,Male,Life Sciences,Single,Research & Development,Healthcare Representative,Travel_Rarely,8,5,4,69,3,"2021020200264  Other phone 55 81 99
6765257 taxnational ID 029.216.2847
33392379800000",2,3,2,Yes,17,1,India,14,6,3,0,0,0,0,0,3
E1001794,32,Male,Medical,Single,Research & Development,Manager,Travel_Rarely,10,3,3,64,3,2021020200496  Other,3,4,2,No,25,2,India,10,5,4,5,2,0,0,0,3
E1001798,54,Female,Medical,Divorced,Research & Development,Manager R&D,Travel_Frequently,11,4,2,87,3,"2021020200265  Other phone 55 81 9 
85910096 taxnational ID 26.621.4750
00199 name Luciano Pereira339237980
0000",4,4,3,No,20,1,India,26,2,3,14,9,1,12,0,2
E1001800,29,Male,Technical Degree,Single,Research & Development,Research Scientist,Travel_Rarely,1,4,1,100,2,2021020200511  Other PSIB0000032,1,1,6,No,13,3,India,11,2,1,9,7,0,7,1,3
E1001805,46,Female,Life Sciences,Married,Sales,Manager,Travel_Rarely,3,3,3,51,3,"2021020200266  Other phone 55 21 22
238598 taxnational ID 33.267.741000
192 name ALLAN BARBOSA6074694800436",4,2,8,No,12,4,India,23,2,4,13,12,5,1,0,3
E1001807,35,Female,Life Sciences,Single,Research & Development,Manager R&D,Travel_Rarely,16,3,4,91,2,2021020200510  Other,3,2,1,No,19,4,India,11,3,1,11,8,3,3,0,3
E1001811,23,Male,Life Sciences,Single,Research & Development,Laboratory Technician,Travel_Rarely,20,1,1,97,3,2021020200499  Other 73000,2,3,0,No,14,2,India,5,2,3,4,3,1,2,0,2
E1001812,40,Male,Life Sciences,Single,Research & Development,Laboratory Technician,Travel_Rarely,9,4,4,86,3,"2021020200261  Other phone 55 55 33
329999 taxnational ID 813.936.44015
3392379800000",1,1,3,No,14,2,India,15,3,1,5,4,1,0,1,3
E1001813,34,Male,Technical Degree,Married,Sales,Sales Executive,Travel_Rarely,1,3,4,64,2,2021020200498  Other ICIC0000164,3,3,1,Yes,14,4,India,10,3,3,10,9,8,6,0,3
E1001817,50,Male,Medical,Single,Research & Development,Research Director,Travel_Frequently,22,5,3,88,1,2021020200262  Other STSA9300,4,4,1,Yes,13,4,India,32,2,3,32,6,13,9,0,3
E1001820,42,Male,Medical,Married,Research & Development,Manager R&D,Travel_Rarely,2,3,3,68,2,2021020200497  Other,1,2,4,No,14,2,India,4,3,3,1,0,0,0,0,3
E1001821,37,Male,Medical,Married,Research & Development,Research Scientist,Travel_Rarely,13,3,1,47,3,2021020200263  Other 2402006,2,4,1,No,17,1,India,10,2,3,10,8,3,7,0,2
E1001822,29,Female,Other,Married,Research & Development,Healthcare Representative,Travel_Rarely,8,1,3,39,1,2021020200256  Other,2,1,3,No,13,3,India,9,3,3,7,7,0,7,0,3
E1001823,33,Male,Life Sciences,Single,Research & Development,Manufacturing Director,Travel_Rarely,25,3,4,44,2,2021020200476  Other 7375494,2,2,1,No,13,4,India,5,2,3,5,3,0,2,0,3
E1001824,45,Male,Technical Degree,Married,Research & Development,Research Scientist,Travel_Rarely,28,3,4,97,3,"2021020200257  Other phone 55 71 98
7706555 taxnational ID 131.937.3259
13392379800000",1,4,4,No,20,4,India,8,3,3,5,4,0,3,0,4
E1001825,42,Male,Life Sciences,Married,Research & Development,Healthcare Representative,Travel_Frequently,2,3,4,40,3,"2021020200258  Other phone 55 62 98
1921966 taxnational ID 945.787.4510
43392379800000",3,4,2,Yes,14,3,India,24,3,1,20,8,13,9,0,3
E1001826,40,Male,Medical,Married,Sales,Sales Executive,Travel_Rarely,9,2,1,47,3,"2021020200259  Other phone 55 15 32
132226 taxnational ID 29.967.327000
119 name HENRIQUE ALMEIDA6890081000
001",2,1,0,No,12,4,India,9,5,4,8,4,7,1,0,2
E1001827,33,Male,Life Sciences,Married,Research & Development,Laboratory Technician,Travel_Rarely,28,4,2,79,3,2021020200500  Other 044525974,2,3,1,Yes,12,2,India,15,3,3,15,14,5,7,0,2
E1001828,40,Male,Medical,Single,Human Resources,Manager,Travel_Rarely,6,2,3,38,3,2021020200253  Other 950106,4,4,1,Yes,21,4,India,21,2,3,21,7,7,7,0,4
E1001829,24,Male,Technical Degree,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,21,2,3,57,2,"2021020200284  Other phone 55 11 25
019157 taxnational ID 189.740.28808
3392379800000",1,1,0,No,14,2,India,2,3,3,1,1,0,0,0,3
E1001830,40,Male,Life Sciences,Divorced,Research & Development,Manager R&D,Non-Travel,8,2,4,72,3,"2021020200254  Other phone 55 37 9 
99610478 taxnational ID 058.983.536
073392379800000",2,4,3,Yes,18,3,India,8,2,3,2,2,2,2,0,3
E1001831,45,Male,Technical Degree,Divorced,Research & Development,Healthcare Representative,Travel_Rarely,1,4,1,66,3,2021020200285  Other 621000,3,2,1,No,12,1,India,10,4,3,10,8,7,7,0,2
E1001832,35,Female,Life Sciences,Married,Sales,Sales Representative,Travel_Rarely,28,4,2,98,2,"2021020200255  Other phone 55 11 25
019157 taxnational ID 287.537.45000
3392379800000",1,3,0,No,23,1,India,6,5,3,5,3,4,2,0,2
E1001834,36,Male,Life Sciences,Single,Sales,Sales Representative,Travel_Rarely,2,4,3,70,3,"2021020200287  Other phone 55 84 99
6932479 taxnational ID 312.956.1447
23392379800000",1,4,3,Yes,21,4,India,7,3,2,3,2,1,2,0,4
E1001835,48,Female,Life Sciences,Divorced,Sales,Sales Executive,Travel_Rarely,16,4,3,96,3,2021020200242  Other 044525974,2,3,8,No,14,3,India,18,2,3,8,7,7,7,0,3
E1001838,33,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,8,4,1,46,3,"2021020200243  Other phone 55 48 96
680350 taxnational ID 79.227.963000
182 name Herick Pinho6070119000280",2,1,2,No,13,4,India,8,6,1,2,2,2,2,0,2
E1001840,30,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,1,3,2,64,2,2021020200244  Other 044525974,2,1,1,No,11,4,India,10,4,3,10,8,6,7,1,2
E1001841,38,Male,Human Resources,Married,Human Resources,Human Resources,Travel_Frequently,10,4,3,71,3,2021020200250  Other 0310403200,2,3,3,No,11,3,India,10,2,3,6,3,1,2,0,3
E1001846,30,Male,Technical Degree,Married,Sales,Sales Executive,Travel_Rarely,29,4,3,33,3,2021020200251  Other 0310403200,3,2,3,No,12,2,India,9,3,3,4,2,1,3,0,3
E1001847,35,Female,Life Sciences,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,2,3,1,69,3,2021020200252  Other 03090,1,1,1,Yes,12,4,India,1,2,3,1,0,0,0,1,3
E1001850,53,Female,Technical Degree,Married,Research & Development,Manufacturing Director,Travel_Rarely,2,5,3,78,2,"2021020200236  Other phone 55 62 36
120999 taxnational ID 17.655.748000
125 name EUREKA COMUNICACAO LTDA607
0119008626",3,4,0,No,16,2,India,34,4,3,33,7,1,9,1,3
E1001851,38,Male,Medical,Married,Research & Development,Manufacturing Director,Travel_Rarely,2,3,3,81,3,"2021020200237  Other phone 55 21 96
4408789 taxnational ID 164.773.1577
73392379800000",2,2,4,No,11,1,India,7,2,3,5,2,1,4,1,3
E1001854,48,Female,Other,Married,Research & Development,Manager R&D,Travel_Rarely,15,4,3,65,3,2021020200238  Other 009970,1,1,8,No,12,4,India,10,3,2,8,2,7,6,0,3
E1001855,34,Male,Medical,Single,Research & Development,Research Scientist,Travel_Rarely,7,4,1,35,3,"2021020200239  Other phone 55 62 98
2723896 taxnational ID 10.629.58500
0167 name ALTEMAR SANTOS60746948031
39",1,4,1,No,13,3,India,1,4,1,1,0,0,0,0,3
E1001856,55,Male,Marketing,Married,Sales,Manager,Travel_Rarely,26,5,3,60,2,2021020200240  Other 044525593,5,4,1,No,21,3,India,36,3,3,36,6,2,13,0,4
E1001858,34,Male,Life Sciences,Married,Research & Development,Manager R&D,Travel_Rarely,1,4,2,45,3,"2021020200241  Other phone 55 19 37
708371 taxnational ID 46.024.030000
724 name FERNANDO CASTELETTI2370001",2,4,9,No,17,2,India,9,3,2,2,2,2,1,0,2
E1001860,38,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,14,3,3,80,3,2021020200230  Other,2,2,0,No,11,4,India,10,3,3,9,8,7,7,0,3
E1001863,36,Female,Life Sciences,Single,Sales,Sales Executive,Travel_Rarely,1,4,2,73,3,2021020300658  Other 00180003,2,3,6,No,13,1,India,15,5,3,1,0,0,0,0,3
E1001864,29,Male,Medical,Single,Research & Development,Manager R&D,Travel_Rarely,3,1,2,87,3,2021020300649  Other,1,1,1,Yes,18,4,India,10,3,3,10,9,1,5,0,2
E1001865,35,Female,Medical,Single,Research & Development,Healthcare Representative,Travel_Rarely,10,4,1,51,3,2021020300650  Other KKBK0000261,2,3,3,Yes,16,3,India,10,4,3,5,2,0,4,0,3
E1001866,39,Male,Medical,Married,Sales,Sales Executive,Travel_Rarely,6,3,4,38,4,2021020300760  Other 3012,3,3,2,No,11,1,India,11,3,3,7,6,7,6,0,3
E1001868,29,Male,Life Sciences,Divorced,Finance,Finance Manager,Travel_Frequently,2,1,1,87,3,2021020300652  Other 265,2,4,1,No,19,4,India,6,0,4,6,4,1,3,0,2
E1001869,50,Male,Marketing,Married,Sales,Manager,Travel_Rarely,9,3,3,59,3,"2021020300653  Other phone 88696321
1226",5,3,4,Yes,16,3,India,27,2,3,1,0,0,0,0,3
E1001870,23,Male,Technical Degree,Married,Finance,Finance Manager,Travel_Rarely,10,3,4,45,4,2021020300654  Other ICIC0000671,1,3,2,No,16,4,India,4,2,3,2,2,2,2,0,3
E1001874,35,Male,Life Sciences,Married,Finance,Finance Manager,Travel_Rarely,28,3,2,46,4,2021020300675  Other 601805,2,3,1,No,17,4,India,10,3,2,10,9,6,8,0,2
E1001875,34,Male,Technical Degree,Married,Finance,Finance Manager,Travel_Frequently,10,4,4,92,2,2021020300644  Other HDFC0000539,2,3,1,No,14,2,India,8,3,2,8,2,7,7,0,3
E1001877,43,Male,Technical Degree,Divorced,Finance,Finance Manager,Travel_Rarely,27,3,4,87,4,2021020300645  Other HDFC0000831,1,2,5,No,12,3,India,8,0,3,6,4,0,2,0,3
E1001882,28,Male,Medical,Married,Finance,Finance Manager,Travel_Rarely,24,3,3,51,3,2021020300646  Other ICIC0001341,1,2,1,Yes,17,3,India,1,3,3,1,1,0,0,1,3
E1001883,22,Female,Other,Married,Finance,Finance Manager,Non-Travel,26,2,2,85,2,2021020300647  Other HDFC0000148,1,3,1,Yes,14,2,India,4,2,2,4,2,1,3,0,2
E1001884,50,Male,Medical,Married,Finance,Finance Manager,Travel_Frequently,20,5,2,41,3,2021020300648  Other RABO,4,3,2,Yes,15,3,India,32,3,3,30,8,12,13,0,2
E1001885,32,Female,Other,Married,Finance,Finance Manager,Travel_Rarely,5,4,2,35,4,2021020300634  Other 026,1,4,3,No,17,4,India,6,3,3,3,2,0,2,0,3
E1001886,44,Female,Medical,Divorced,Finance,Finance Manager,Travel_Rarely,7,3,2,31,3,2021020300677  Other 009969,5,4,0,Yes,14,4,India,23,4,2,22,7,1,10,0,2
E1001887,30,Male,Medical,Married,Finance,Finance Manager,Travel_Rarely,7,3,2,48,2,2021020300635  Other,1,2,1,No,12,2,India,6,3,2,6,4,1,1,0,2
E1001889,45,Female,Medical,Single,Finance,Finance Manager,Travel_Rarely,5,5,3,50,1,2021020300636  Other ICIC0002390,2,1,1,Yes,14,1,India,10,3,3,10,7,1,4,0,3
E1001890,45,Male,Marketing,Married,Sales,Sales Executive,Non-Travel,26,3,1,52,2,2021020300676  Other,2,1,1,No,15,1,India,10,2,3,10,7,4,5,0,2
E1001891,31,Male,Other,Single,Sales,Sales Executive,Travel_Frequently,2,4,4,54,3,2021020300637  Other SBIN0031387,2,1,7,No,13,4,India,10,3,3,5,2,0,3,0,3
E1001892,36,Female,Life Sciences,Married,Finance,Finance Manager,Travel_Rarely,12,4,3,76,3,"2021020300633  Other phone 55199942
96827 taxnational ID 44728445933923
79800000",2,3,9,Yes,12,2,India,7,2,3,3,2,1,1,0,3
E1001893,34,Male,Life Sciences,Divorced,Finance,Finance Manager,Travel_Frequently,10,4,3,42,4,2021020300738  Other 11602202,2,4,1,No,13,1,India,9,3,3,9,7,7,2,0,3
E1001895,49,Female,Life Sciences,Married,Finance,Finance Manager,Travel_Rarely,25,4,3,84,3,2021020300737  Other 3012,1,1,1,No,14,4,India,10,3,2,9,6,1,4,0,3
E1001897,27,Male,Other,Divorced,Finance,Finance Manager,Travel_Rarely,19,3,4,67,2,2021020300723  Other 004HKH,1,1,1,No,11,1,India,7,3,3,7,7,0,7,0,3
E1001899,35,Male,Life Sciences,Married,Finance,Finance Manager,Travel_Rarely,18,5,2,48,4,2021020300713  Other 00360083,2,1,1,No,11,4,India,16,2,3,16,15,1,10,0,2
E1001900,28,Female,Medical,Divorced,Finance,Finance Manager,Travel_Rarely,27,3,2,39,1,2021020300678  Other,2,1,0,No,21,2,India,6,5,2,5,3,0,0,0,3
E1001901,21,Male,Medical,Single,Finance,Finance Manager,Travel_Rarely,5,1,3,97,3,"2021020300724  Other name IRIS YANG
 phone 82269595694",1,4,1,No,18,3,India,3,2,3,2,2,2,2,0,3
E1001902,18,Female,Medical,Single,Sales,Sales Representative,Travel_Frequently,3,2,2,70,3,2021020300630  Other INDB0000307,1,4,1,Yes,12,3,India,0,2,4,0,0,0,0,1,3
E1001903,47,Female,Life Sciences,Married,Human Resources,Manager,Travel_Rarely,26,4,4,98,3,2021020300739  Other 11602202,5,3,3,No,11,3,India,27,2,3,5,2,1,0,0,3
E1001905,39,Male,Medical,Divorced,Finance,Finance Manager,Travel_Rarely,3,2,3,76,2,2021020300631  Other 000300006,2,3,0,No,15,4,India,11,3,3,10,8,0,7,0,3
E1001908,35,Female,Life Sciences,Married,Finance,Finance Manager,Non-Travel,8,4,3,52,3,2021020300632  Other INDB0000380,2,3,1,No,12,4,India,15,5,3,14,11,2,9,0,3
E1001909,37,Male,Life Sciences,Married,Finance,Finance Manager,Travel_Rarely,19,3,3,85,3,2021020300730  Other 8070000,2,3,3,No,17,1,India,9,2,2,4,3,0,2,0,3
E1001911,39,Female,Medical,Single,Finance,Finance Manager,Travel_Frequently,4,3,1,81,3,2021020300625  Other,2,3,0,No,13,4,India,10,2,1,9,2,3,8,0,2
E1001916,38,Female,Medical,Married,Finance,Finance Manager,Travel_Rarely,2,2,4,54,2,2021020300623  Other FINV9150,3,3,3,Yes,19,4,India,10,6,4,5,4,0,2,0,3
E1001918,37,Female,Medical,Married,Finance,Finance Manager,Travel_Rarely,10,3,2,71,3,2021020300626  Other ICIC0003780,1,2,1,No,11,1,India,8,2,1,8,4,7,7,0,2
E1001919,40,Female,Life Sciences,Single,Finance,Finance Manager,Travel_Rarely,16,3,3,84,3,2021020300627  Other,3,4,6,Yes,15,4,India,18,2,2,4,2,3,3,0,3
E1001920,44,Male,Human Resources,Married,Human Resources,Human Resources,Travel_Frequently,1,5,1,37,3,"2021020300628  Other phone 55489915
16866 taxnational ID 24.210.480 nam
e Antonio Duarte7863276700001",2,4,4,Yes,11,3,India,14,3,3,10,7,0,2,0,3
E1001923,35,Male,Medical,Divorced,Sales,Sales Executive,Travel_Rarely,15,2,1,59,1,2021020300629  Other,2,4,6,Yes,14,4,India,7,2,2,2,2,2,2,1,2
E1001924,24,Female,Technical Degree,Single,Finance,Finance Manager,Travel_Frequently,2,1,1,32,3,2021020300618  Other SBIN0016818,1,4,1,Yes,13,3,India,6,2,3,6,3,1,3,0,2
E1001925,27,Female,Medical,Married,Finance,Finance Manager,Travel_Rarely,8,3,2,86,4,2021020300619  Other 10201097,1,3,7,No,17,1,India,5,0,3,3,2,0,2,0,3
E1001926,27,Male,Medical,Single,Finance,Finance Manager,Travel_Frequently,2,3,4,87,3,2021020300621  Other,1,4,2,No,13,3,India,6,0,2,4,2,1,2,0,3
E1001931,25,Male,Life Sciences,Divorced,Finance,Finance Manager,Travel_Frequently,2,1,4,77,4,2021020300715  Other 004002,2,3,1,No,17,3,India,7,6,3,7,7,0,7,0,3
E1001932,39,Male,Medical,Married,Finance,Finance Manager,Travel_Rarely,12,3,4,66,3,2021020300622  Other,2,2,4,No,21,3,India,7,3,3,5,4,1,0,0,4
E1001933,49,Female,Other,Married,Finance,Finance Manager,Travel_Rarely,22,4,1,72,3,2021020300624  Other,4,2,3,No,16,2,India,27,2,3,4,2,1,2,0,2
E1001934,50,Female,Life Sciences,Divorced,Finance,Finance Manager,Travel_Rarely,17,5,4,50,2,2021020300679  Other,3,1,5,No,15,3,India,19,3,3,14,11,1,11,0,3
E1001935,20,Female,Medical,Single,Sales,Sales Representative,Travel_Rarely,2,3,3,31,3,2021020300427  Other SCBXXX,1,3,1,No,19,1,India,2,3,3,2,2,2,2,0,3
E1001936,34,Female,Life Sciences,Divorced,Finance,Finance Manager,Travel_Rarely,3,3,4,66,3,2021020300717  Other 050,2,2,1,No,12,3,India,11,2,3,11,8,7,9,0,3
E1001937,36,Male,Life Sciences,Single,Finance,Finance Manager,Travel_Rarely,7,3,1,77,3,2021020300682  Other 044525974,1,2,2,No,11,3,India,15,4,3,4,3,1,3,0,2
E1001939,49,Female,Life Sciences,Married,Finance,Finance Manager,Travel_Rarely,6,1,3,41,2,2021020300680  Other 044525745,4,3,2,Yes,19,2,India,30,3,3,15,11,2,12,0,3
E1001940,36,Female,Medical,Married,Finance,Finance Manager,Non-Travel,1,4,4,33,2,2021020300459  Other ICIC0000005,2,3,0,No,15,3,India,4,6,3,3,2,1,2,0,3
E1001942,36,Male,Life Sciences,Divorced,Finance,Finance Manager,Travel_Rarely,3,2,4,79,4,2021020300690  Other 044525974,2,1,6,No,20,1,India,13,3,3,5,4,0,4,0,4
E1001943,54,Female,Medical,Married,Finance,Finance Manager,Travel_Rarely,22,5,2,91,3,2021020300424  Other ICIC0000399,4,3,3,No,25,3,India,36,6,3,10,8,4,7,0,2
E1001944,43,Male,Life Sciences,Married,Finance,Finance Manager,Travel_Rarely,15,2,3,65,2,2021020300689  Other 044525974,4,3,1,No,24,1,India,14,3,3,14,10,6,11,0,4
E1001945,35,Male,Other,Single,Sales,Sales Executive,Travel_Frequently,12,4,4,36,3,2021020300425  Other HKH561,2,4,3,Yes,24,1,India,13,2,4,11,9,6,7,1,4
E1001947,29,Male,Medical,Divorced,Sales,Sales Executive,Travel_Rarely,5,3,1,43,2,2021020300681  Other 044525974,2,2,1,Yes,13,2,India,10,3,2,10,0,0,9,0,3
E1001948,33,Male,Medical,Divorced,Sales,Sales Executive,Travel_Rarely,2,4,4,93,3,2021020300426  Other 012008,2,4,1,No,14,3,India,6,5,3,6,2,0,4,0,3
E1001949,32,Male,Medical,Divorced,Finance,Finance Manager,Travel_Rarely,2,3,4,45,3,2021020300422  Other 204150,2,2,0,No,13,3,India,10,4,2,9,5,1,6,0,3
E1001951,31,Female,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,5,4,1,67,3,2021020300695  Other 044525974,2,4,1,No,11,1,India,10,2,3,10,0,0,2,0,3
E1001952,49,Female,Medical,Divorced,Finance,Finance Manager,Travel_Rarely,16,3,4,74,3,2021020300694  Other 044525974,1,1,4,Yes,16,2,India,17,2,2,2,2,2,2,0,3
E1001958,20,Male,Life Sciences,Single,Sales,Sales Representative,Travel_Rarely,9,1,4,54,3,2021020300693  Other 044525974,1,1,1,No,11,1,India,2,3,3,2,2,0,2,0,3
E1001959,33,Female,Life Sciences,Divorced,Sales,Sales Executive,Non-Travel,16,3,3,36,3,2021020300692  Other 044525974,2,4,1,Yes,25,3,India,7,2,3,6,5,1,2,0,4
E1001960,36,Male,Life Sciences,Married,Finance,Finance Manager,Travel_Rarely,26,4,1,80,3,2021020300691  Other 044525974,2,3,6,No,14,2,India,10,2,2,3,2,0,2,0,3
E1001961,44,Female,Life Sciences,Divorced,Human Resources,Human Resources,Travel_Rarely,1,3,3,44,3,2021020300698  Other 24901057,1,4,4,Yes,18,1,India,8,2,3,2,2,2,2,0,3
E1001962,23,Male,Medical,Single,Finance,Finance Manager,Travel_Rarely,8,1,4,93,2,2021020300687  Other 2402006,1,3,1,Yes,11,1,India,5,2,3,5,4,1,2,1,3
E1001965,38,Female,Medical,Married,Finance,Finance Manager,Travel_Rarely,4,2,4,87,3,2021020300696  Other 00350020,1,3,7,No,19,4,India,7,5,2,0,0,0,0,0,3
E1001967,53,Male,Medical,Married,Finance,Finance Manager,Travel_Rarely,24,4,2,48,4,2021020300421  Other 000127220,3,4,3,No,15,3,India,11,2,3,4,3,1,2,0,2
E1001969,48,Female,Medical,Married,Sales,Sales Representative,Travel_Frequently,7,2,4,95,3,2021020300688  Other 070436,1,3,2,Yes,11,3,India,19,3,3,9,7,7,7,1,3
E1001970,32,Male,Life Sciences,Single,Finance,Finance Manager,Travel_Rarely,2,4,4,95,3,2021020300697  Other 931187,1,2,1,No,12,1,India,1,2,3,1,0,0,0,1,3
E1001971,26,Male,Medical,Single,Finance,Finance Manager,Non-Travel,7,3,4,76,3,2021020300408  Other 009970,1,4,1,No,20,3,India,7,5,3,7,7,5,7,0,4
E1001972,55,Male,Technical Degree,Divorced,Finance,Finance Manager,Travel_Rarely,22,3,1,94,2,2021020300412  Other 32500,1,2,5,No,12,4,India,8,1,3,4,2,1,2,0,2
E1001974,34,Male,Medical,Married,Research & Development,Manager R&D,Travel_Rarely,5,2,2,57,2,2021020300414  Other 012180,2,4,1,No,14,3,India,15,3,4,15,10,4,13,0,2
E1001975,60,Male,Medical,Divorced,Research & Development,Healthcare Representative,Travel_Rarely,1,4,3,92,1,2021020300699  Other 3012,3,4,3,No,20,3,India,19,2,4,1,0,0,0,0,4
E1001978,37,Male,Medical,Divorced,Sales,Sales Executive,Travel_Frequently,1,4,3,31,1,2021020300683  Other 044525974,2,4,1,No,14,3,India,6,2,2,6,3,1,3,0,3
